Name,Sign List
12n_0741,"[1, -1, 1, 1, -1, -1, -1, -1, -1, 1, 1, -1]"
12n_0743,"[1, -1, 1, 1, -1, -1, -1, -1, -1, 1, 1, -1]"
12n_0745,"[1, 1, 1, -1, -1, -1, 1, -1, -1, 1, -1, -1]"
12n_0753,"[1, 1, 1, -1, 1, 1, 1, 1, -1, 1, 1, 1]"
12n_0754,"[1, 1, 1, -1, 1, 1, 1, -1, -1, 1, -1, -1]"
12n_0757,"[-1, -1, 1, 1, -1, 1, -1, 1, 1, 1, 1, 1]"
12n_0760,"[1, -1, 1, 1, -1, -1, -1, 1, 1, -1, -1, 1]"
12n_0767,"[-1, -1, 1, 1, -1, -1, -1, -1, 1, 1, -1, -1]"
12n_0768,"[-1, -1, 1, 1, -1, -1, -1, -1, 1, 1, -1, -1]"
12n_0777,"[-1, -1, 1, 1, -1, -1, -1, -1, -1, 1, 1, -1]"
12n_0778,"[1, -1, 1, -1, 1, 1, 1, -1, 1, 1, -1, 1]"
12n_0799,"[-1, 1, 1, -1, 1, 1, -1, 1, -1, 1, 1, 1]"
12n_0800,"[-1, -1, 1, -1, -1, -1, -1, 1, -1, 1, -1, 1]"
12n_0803,"[1, 1, 1, 1, 1, -1, 1, -1, 1, -1, 1, 1]"
12n_0804,"[1, -1, 1, -1, 1, 1, 1, -1, -1, 1, 1, 1]"
12n_0805,"[1, -1, 1, -1, 1, 1, 1, -1, -1, 1, 1, 1]"
12n_0809,"[1, -1, 1, -1, 1, 1, 1, -1, 1, -1, 1, 1]"
12n_0810,"[1, -1, 1, -1, 1, 1, -1, -1, 1, -1, -1, 1]"
12n_0814,"[-1, 1, 1, 1, -1, 1, -1, 1, 1, 1, 1, 1]"
12n_0821,"[-1, 1, 1, 1, -1, 1, -1, -1, 1, 1, -1, -1]"
12n_0822,"[1, -1, 1, -1, 1, 1, 1, 1, -1, -1, 1, 1]"
12n_0823,"[-1, -1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1]"
12n_0824,"[-1, 1, 1, 1, -1, 1, -1, -1, 1, 1, -1, -1]"
12n_0825,"[1, -1, 1, -1, 1, 1, 1, 1, -1, -1, 1, 1]"
12n_0832,"[-1, -1, 1, -1, -1, 1, 1, -1, -1, 1, -1, -1]"
12n_0838,"[-1, 1, 1, 1, -1, 1, 1, -1, 1, 1, 1, -1]"
12n_0844,"[-1, -1, 1, 1, -1, -1, 1, 1, -1, -1, 1, 1]"
12n_0847,"[1, -1, 1, 1, 1, -1, 1, -1, 1, 1, 1, -1]"
12n_0848,"[1, -1, 1, 1, 1, 1, -1, 1, -1, 1, 1, 1]"
12n_0850,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12n_0851,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
12n_0852,"[1, 1, 1, -1, -1, 1, 1, 1, -1, 1, -1, -1]"
12n_0853,"[-1, -1, 1, 1, 1, -1, -1, -1, 1, 1, -1, 1]"
12n_0855,"[-1, -1, 1, 1, 1, -1, -1, -1, 1, 1, 1, -1]"
12n_0856,"[-1, -1, 1, 1, 1, -1, -1, -1, 1, 1, 1, -1]"
12n_0861,"[1, 1, 1, 1, 1, 1, -1, 1, 1, 1, -1, -1]"
12n_0863,"[-1, 1, 1, 1, 1, 1, 1, 1, -1, 1, 1, 1]"
12n_0869,"[1, -1, 1, -1, 1, -1, 1, 1, 1, -1, 1, 1]"
12n_0870,"[1, 1, 1, -1, 1, -1, 1, 1, -1, -1, 1, -1]"
12n_0873,"[-1, -1, 1, 1, -1, 1, -1, -1, 1, 1, -1, 1]"
12n_0877,"[-1, -1, 1, -1, -1, 1, -1, -1, 1, -1, -1, 1]"
12n_0887,"[-1, 1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 1]"
12n_0888,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
